Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain
2014-10-24;49;22;32;44;3;1;8;0;0
2014-10-24;44;24;38;15;45;11;5;0;0
2014-10-24;43;19;47;33;48;6;8;0;0
2014-10-24;24;7;12;45;43;2;4;0;0
2014-10-24;42;20;3;30;9;6;1;1;190000000
2014-10-28;9;38;3;44;22;3;7;0;0
2014-10-28;40;31;33;49;2;2;3;0;0
2014-10-28;23;38;50;21;6;11;1;0;0
2014-10-28;41;25;29;18;44;6;1;0;0
2014-10-28;45;17;40;10;15;1;2;1;15000000
2014-10-31;38;26;21;16;37;5;1;0;0
2014-10-31;16;13;8;49;14;3;10;0;0
2014-10-31;38;29;6;36;15;6;11;0;0
2014-10-31;25;6;11;17;46;11;10;0;0
2014-10-31;10;41;13;20;33;9;3;0;15000000
2014-11-02;2;9;35;7;22;11;2;0;0
2014-11-02;11;20;40;47;32;2;1;0;0
2014-11-02;32;50;27;28;37;5;7;0;0
2014-11-02;12;34;1;23;46;9;11;0;0
2014-11-02;47;25;8;17;41;1;2;0;15000000
2014-11-03;44;33;6;43;20;11;10;0;0
2014-11-03;23;27;39;9;18;6;11;0;0
2014-11-03;46;13;40;18;15;12;11;0;0
2014-11-03;14;40;32;42;41;11;6;0;0
2014-11-03;1;4;44;33;23;8;7;0;112224513
2014-11-04;34;25;50;32;20;12;9;0;0
2014-11-04;49;18;41;36;4;10;5;0;0
2014-11-04;43;28;18;34;20;1;2;0;0
2014-11-04;13;12;33;1;49;2;6;0;0
2014-11-04;8;33;30;12;19;4;11;0;32404758
2014-11-07;22;29;37;23;25;10;11;0;0
2014-11-07;42;45;17;31;11;10;2;0;0
2014-11-07;27;32;39;22;5;9;1;0;0
2014-11-07;49;13;40;48;7;11;5;0;0
2014-11-07;38;35;5;49;22;7;4;0;60081769
2014-11-11;26;42;13;33;12;5;11;0;0
2014-11-11;10;44;42;29;47;4;9;0;0
2014-11-11;13;23;5;25;19;7;2;0;0
2014-11-11;17;16;20;32;19;9;1;0;0
2014-11-11;46;14;36;2;21;11;7;0;15000000
2014-11-14;32;49;31;44;6;3;8;0;0
2014-11-14;17;45;14;11;50;2;6;0;0
2014-11-14;26;23;41;50;22;10;12;0;0
2014-11-14;9;28;6;46;23;8;9;0;0
2014-11-14;36;32;38;48;17;8;5;0;25319129
2014-11-18;40;13;47;3;38;1;6;0;0
2014-11-18;7;32;8;19;50;11;9;0;0
2014-11-18;42;26;32;9;35;11;6;0;0
2014-11-18;28;47;38;26;31;12;6;0;0
2014-11-18;3;2;36;38;17;11;4;0;32415734
2014-11-21;34;29;17;1;36;3;5;0;0
2014-11-21;14;42;35;39;3;1;12;0;0
2014-11-21;33;30;14;42;9;12;6;0;0
2014-11-21;47;12;14;11;13;11;12;0;0
2014-11-21;28;32;7;37;4;5;10;0;43061336
2014-11-25;22;32;18;26;14;12;5;0;0
2014-11-25;8;31;13;2;48;9;8;0;0
2014-11-25;16;47;12;29;37;4;10;0;0
2014-11-25;28;1;24;7;9;4;1;0;0
2014-11-25;32;7;36;3;25;1;6;0;51208489
2014-11-28;21;19;41;13;40;4;3;0;0
2014-11-28;11;24;27;7;3;8;12;0;0
2014-11-28;7;1;42;36;34;8;5;0;0
2014-11-28;29;31;6;30;4;2;10;0;0
2014-11-28;10;23;6;41;15;10;4;0;64238836
2014-12-08;38;14;32;10;35;3;4;0;0
2014-12-08;1;49;32;35;39;1;12;0;0
2014-12-08;7;18;17;8;49;11;4;0;0
2014-12-08;24;12;11;7;18;1;8;0;0
2014-12-08;22;19;7;16;33;5;2;0;37783516
2014-12-09;42;1;2;11;35;5;2;0;0
2014-12-09;19;22;34;32;46;12;6;0;0
2014-12-09;12;31;36;20;35;7;8;0;0
2014-12-09;37;38;44;4;1;6;1;0;0
2014-12-09;31;9;33;26;13;7;11;0;66213888
2014-12-12;32;44;5;4;43;1;10;0;0
2014-12-12;36;26;2;17;9;5;7;0;0
2014-12-12;24;33;44;6;19;7;12;0;0
2014-12-12;27;34;21;39;23;3;6;0;0
2014-12-12;28;2;15;31;37;4;6;0;32170285
2014-12-16;22;28;30;8;33;12;7;0;0
2014-12-16;45;9;35;18;22;12;6;0;0
2014-12-16;47;14;48;46;10;5;9;0;0
2014-12-16;34;50;1;13;38;1;4;0;0
2014-12-16;13;7;3;25;12;5;8;1;39580687
2014-12-19;32;17;23;18;36;9;4;0;0
2014-12-19;42;34;29;31;39;7;1;0;0
2014-12-19;23;42;19;46;25;11;4;0;0
2014-12-19;29;43;19;28;35;8;7;0;0
2014-12-19;39;44;23;29;31;5;8;1;15000000
2014-12-23;38;18;8;1;29;9;6;0;0
2014-12-23;25;1;33;41;10;9;11;0;0
2014-12-23;8;10;4;46;5;3;6;0;0
2014-12-23;14;2;16;41;40;11;2;0;0
2014-12-23;49;25;9;19;8;10;2;0;15000000
2014-12-26;23;21;34;5;19;1;5;0;0
2014-12-26;28;4;7;44;22;9;12;0;0
2014-12-26;47;1;7;29;25;11;4;0;0
2014-12-26;36;50;26;20;28;1;8;0;0
2014-12-26;26;45;27;49;17;2;3;1;25234535
2014-12-30;5;41;47;4;21;9;11;0;0
2014-12-30;2;25;16;20;7;2;5;0;0
2014-12-30;36;25;21;48;18;10;8;0;0
2014-12-30;9;32;36;42;38;12;6;0;0
2014-12-30;6;18;39;50;44;11;8;1;15000000
2015-01-05;36;11;37;16;23;5;11;0;0
2015-01-05;41;1;5;20;14;2;12;0;0
2015-01-05;48;27;50;3;13;1;10;0;0
2015-01-05;43;14;4;19;50;1;6;0;0
2015-01-05;19;26;20;25;3;6;10;0;23963701
2015-01-09;34;30;26;25;39;12;7;0;0
2015-01-09;16;11;2;34;23;12;3;0;0
2015-01-09;4;17;31;35;9;4;12;0;0
2015-01-09;4;25;1;27;48;6;10;0;0
2015-01-09;6;27;45;19;21;8;1;0;15000000
2015-01-12;32;11;20;1;27;7;4;0;0
2015-01-12;48;9;16;8;7;5;12;0;0
2015-01-12;33;17;21;42;1;6;11;0;0
2015-01-12;24;9;26;49;4;9;7;0;0
2015-01-12;35;15;45;25;2;10;8;0;33518353
2015-01-13;17;32;20;21;35;7;4;0;0
2015-01-13;25;6;19;47;15;1;7;0;0
2015-01-13;4;9;46;8;25;8;4;0;0
2015-01-13;6;35;16;29;17;5;12;0;0
2015-01-13;34;31;21;8;17;10;9;0;15000000
2015-01-16;9;46;45;50;31;9;2;0;0
2015-01-16;7;27;13;39;17;12;6;0;0
2015-01-16;1;30;33;36;49;8;4;0;0
2015-01-16;19;37;43;18;28;11;10;0;0
2015-01-16;34;32;29;30;46;6;3;0;25492644
2015-01-20;22;3;43;46;1;10;1;0;0
2015-01-20;19;10;50;35;21;5;1;0;0
2015-01-20;9;49;16;45;33;11;9;0;0
2015-01-20;27;4;21;49;39;2;6;0;0
2015-01-20;33;47;15;41;44;10;8;2;32539304
2015-01-23;7;42;3;20;28;8;9;0;0
2015-01-23;47;49;14;27;4;8;9;0;0
2015-01-23;40;26;46;17;9;6;5;0;0
2015-01-23;6;17;4;23;21;6;2;0;0
2015-01-23;30;45;29;38;6;8;1;0;15000000
2015-01-27;30;18;10;50;38;4;9;0;0
2015-01-27;21;12;50;43;6;1;10;0;0
2015-01-27;33;17;15;24;4;12;4;0;0
2015-01-27;32;22;4;46;19;12;9;0;0
2015-01-27;10;33;5;31;40;10;8;1;21715116
2015-01-30;9;50;46;37;27;3;12;0;0
2015-01-30;31;48;39;50;26;5;11;0;0
2015-01-30;33;10;40;7;43;8;1;0;0
2015-01-30;6;5;48;14;36;12;6;0;0
2015-01-30;9;24;15;13;19;3;8;2;15000000
2015-02-01;39;23;45;3;25;3;10;0;0
2015-02-01;10;9;39;29;4;7;5;0;0
2015-02-01;47;43;19;22;36;11;12;0;0
2015-02-01;38;48;23;46;22;7;12;0;0
2015-02-01;24;25;49;28;22;3;6;0;15000000
2015-02-06;41;44;26;36;49;11;6;0;0
2015-02-06;9;8;21;50;14;3;8;0;0
2015-02-06;34;28;38;45;30;10;6;0;0
2015-02-06;32;48;37;19;49;7;3;0;0
2015-02-06;23;7;41;29;37;1;8;0;21811079
2015-02-10;44;41;46;29;39;9;1;0;0
2015-02-10;12;3;47;8;45;12;2;0;0
2015-02-10;9;24;15;47;49;7;1;0;0
2015-02-10;10;45;5;48;33;6;3;0;0
2015-02-10;21;35;7;32;18;11;2;1;15000000
2015-02-13;41;34;33;40;10;2;5;0;0
2015-02-13;9;15;23;14;20;1;4;0;0
2015-02-13;27;8;47;28;46;3;5;0;0
2015-02-13;47;38;33;6;14;10;2;0;0
2015-02-13;24;12;39;44;42;3;11;0;33327954
2015-02-17;2;23;38;19;3;4;5;0;0
2015-02-17;14;38;7;36;6;5;4;0;0
2015-02-17;36;22;9;4;20;1;4;0;0
2015-02-17;36;4;31;3;24;10;2;0;0
2015-02-17;5;2;18;43;30;10;1;0;40422821
2015-02-20;33;19;44;12;41;9;1;0;0
2015-02-20;34;18;40;27;20;10;2;0;0
2015-02-20;37;9;45;17;13;2;11;0;0
2015-02-20;43;22;39;34;33;9;12;0;0
2015-02-20;37;46;10;4;14;4;7;0;51125126
2015-02-24;12;45;28;40;30;8;3;0;0
2015-02-24;18;5;8;21;50;11;9;0;0
2015-02-24;22;35;19;48;46;10;4;0;0
2015-02-24;13;4;48;7;39;6;9;0;0
2015-02-24;3;28;25;34;50;1;11;0;58852109
2015-02-27;40;20;9;35;46;7;12;0;0
2015-02-27;1;49;29;46;11;6;12;0;0
2015-02-27;5;27;25;16;46;3;9;0;0
2015-02-27;45;15;18;26;24;12;10;0;0
2015-02-27;17;25;14;5;47;10;9;0;71791059
2015-03-02;15;24;27;30;4;6;1;0;0
2015-03-02;9;32;45;33;38;6;10;0;0
2015-03-02;15;13;36;49;20;5;8;0;0
2015-03-02;7;11;19;28;18;9;8;0;0
2015-03-02;50;44;17;31;33;11;7;1;15000000
2015-03-03;31;8;2;6;4;12;11;0;0
2015-03-03;10;46;20;31;13;8;5;0;0
2015-03-03;4;9;1;7;35;6;12;0;0
2015-03-03;33;49;2;8;32;11;2;0;0
2015-03-03;6;21;13;8;11;8;7;0;81055085
2015-03-04;17;34;25;10;5;8;2;0;0
2015-03-04;1;38;13;40;43;7;4;0;0
2015-03-04;45;7;42;48;23;4;8;0;0
2015-03-04;21;48;16;47;1;1;4;0;0
2015-03-04;39;37;49;29;27;4;2;0;15000000
2015-03-07;45;6;26;20;16;6;11;0;0
2015-03-07;6;10;4;26;49;1;10;0;0
2015-03-07;30;8;12;42;45;1;11;0;0
2015-03-07;46;23;5;43;21;12;8;0;0
2015-03-07;11;18;44;15;12;3;9;0;24398282
2015-03-11;44;14;34;36;26;4;2;0;0
2015-03-11;48;39;1;14;8;2;1;0;0
2015-03-11;20;28;6;19;29;12;3;0;0
2015-03-11;18;20;9;48;43;11;2;0;0
2015-03-11;39;27;49;8;46;2;6;0;55033448
2015-03-13;46;29;37;2;43;7;12;0;0
2015-03-13;40;28;38;19;47;4;3;0;0
2015-03-13;15;14;46;48;13;1;7;0;0
2015-03-13;31;33;48;15;41;10;2;0;0
2015-03-13;4;5;22;18;23;3;1;0;27214552
2015-03-17;31;26;10;25;43;5;9;0;0
2015-03-17;30;41;47;33;17;7;4;0;0
2015-03-17;20;7;47;16;48;11;10;0;0
2015-03-17;27;9;49;20;15;9;8;0;0
2015-03-17;11;23;44;38;26;8;1;0;33000000
2015-03-20;28;39;16;33;7;12;11;0;0
2015-03-20;44;31;22;28;40;9;11;0;0
2015-03-20;16;25;50;46;4;11;5;0;0
2015-03-20;43;23;9;47;8;9;5;0;0
2015-03-20;3;14;42;48;37;1;10;0;45000000
2015-03-24;7;40;16;37;43;12;4;0;0
2015-03-24;46;48;20;5;27;7;2;0;0
2015-03-24;50;35;22;28;27;1;12;0;0
2015-03-24;48;18;44;5;4;7;3;0;0
2015-03-24;40;10;39;24;26;3;10;0;52905388
2015-03-27;27;43;50;36;46;12;10;0;0
2015-03-27;19;34;12;15;31;4;8;0;0
2015-03-27;40;2;7;30;5;4;3;0;0
2015-03-27;17;7;9;30;20;4;12;0;0
2015-03-27;30;39;32;44;2;10;6;0;65065695
2015-03-31;27;25;7;26;40;8;12;0;0
2015-03-31;33;3;40;10;25;6;11;0;0
2015-03-31;25;8;46;2;50;5;8;0;0
2015-03-31;41;42;8;15;44;10;11;0;0
2015-03-31;8;28;20;24;49;8;9;1;73584056
2015-04-08;12;7;43;36;42;11;3;0;0
2015-04-08;47;7;28;3;42;5;7;0;0
2015-04-08;28;38;30;45;46;9;6;0;0
2015-04-08;16;43;8;15;32;3;4;0;0
2015-04-08;50;15;39;10;45;10;9;0;15000000
2015-04-09;30;34;41;33;27;10;7;0;0
2015-04-09;1;47;41;26;37;7;3;0;0
2015-04-09;15;9;33;2;27;9;4;0;0
2015-04-09;23;41;11;22;5;10;6;0;0
2015-04-09;27;8;45;9;50;8;10;0;24335146
2015-04-12;19;45;31;23;48;3;10;0;0
2015-04-12;50;27;44;8;38;9;11;0;0
2015-04-12;48;31;49;20;39;11;12;0;0
2015-04-12;7;49;23;20;12;1;12;0;0
2015-04-12;17;27;18;39;8;7;1;0;44266153
2015-04-14;8;13;6;15;48;9;12;0;0
2015-04-14;27;29;18;41;21;5;11;0;0
2015-04-14;7;32;34;24;15;6;8;0;0
2015-04-14;3;32;43;5;37;3;12;0;0
2015-04-14;49;34;32;24;35;2;1;0;21697826
2015-04-17;24;28;31;14;30;3;9;0;0
2015-04-17;25;20;4;10;50;9;6;0;0
2015-04-17;15;14;5;23;3;7;8;0;0
2015-04-17;31;2;13;4;34;11;4;0;0
2015-04-17;39;2;34;24;30;11;8;0;31605188
2015-04-21;49;36;32;25;5;4;12;0;0
2015-04-21;8;38;33;22;46;7;2;0;0
2015-04-21;32;18;31;22;33;12;10;0;0
2015-04-21;48;37;3;15;31;2;1;0;0
2015-04-21;14;42;17;6;45;8;1;0;39055477
2015-04-24;36;5;15;13;38;8;10;0;0
2015-04-24;40;45;11;19;30;4;9;0;0
2015-04-24;31;32;49;45;35;5;3;0;0
2015-04-24;19;14;22;10;45;6;8;0;0
2015-04-24;31;5;40;29;19;3;10;1;50731331
2015-04-28;1;50;16;15;41;7;6;0;0
2015-04-28;12;39;23;6;48;11;8;0;0
2015-04-28;28;11;39;16;22;8;12;0;0
2015-04-28;6;20;28;24;19;9;5;0;0
2015-04-28;36;24;28;26;45;10;7;0;15000000
2015-05-05;42;48;47;17;24;8;4;0;0
2015-05-05;24;38;12;15;40;5;8;0;0
2015-05-05;37;43;15;39;34;5;9;0;0
2015-05-05;6;25;10;48;14;11;6;0;0
2015-05-05;1;17;10;42;20;9;8;0;30744734
2015-05-06;36;5;25;32;33;2;11;0;0
2015-05-06;40;13;3;45;14;10;4;0;0
2015-05-06;18;32;23;44;3;11;2;0;0
2015-05-06;6;26;7;48;17;7;3;0;0
2015-05-06;8;7;2;48;45;9;1;0;100000000
2015-05-15;29;32;31;26;23;5;8;0;0
2015-05-15;25;16;44;19;35;8;1;0;0
2015-05-15;22;27;38;14;19;6;2;0;0
2015-05-15;14;49;46;20;1;12;1;0;0
2015-05-15;47;42;44;5;35;9;8;0;15000000
2015-05-19;6;16;10;45;1;2;5;0;0
2015-05-19;1;37;26;2;12;9;4;0;0
2015-05-19;25;27;14;42;5;8;1;0;0
2015-05-19;20;49;24;43;42;5;2;0;0
2015-05-19;35;37;31;26;30;11;8;0;21489111
2015-05-22;20;22;7;2;6;1;8;0;0
2015-05-22;11;13;9;36;4;11;10;0;0
2015-05-22;17;49;1;35;5;4;6;0;0
2015-05-22;2;5;47;35;45;9;3;0;0
2015-05-22;18;44;35;24;45;5;11;0;31141927
2015-05-26;48;25;40;2;19;9;4;0;0
2015-05-26;35;50;46;39;41;9;10;0;0
2015-05-26;48;23;32;12;24;12;4;0;0
2015-05-26;9;2;38;41;25;9;5;0;0
2015-05-26;6;24;7;21;5;6;5;1;37682171
2015-05-29;29;35;1;22;23;7;5;0;0
2015-05-29;22;3;40;29;8;8;5;0;0
2015-05-29;5;15;42;40;28;6;4;0;0
2015-05-29;19;49;25;15;13;10;2;0;0
2015-05-29;3;4;20;45;48;6;8;0;15000000
2015-06-01;36;26;39;18;16;5;2;0;0
2015-06-01;10;7;19;42;34;5;3;0;0
2015-06-01;13;15;39;23;50;7;3;0;0
2015-06-01;33;34;13;14;43;1;3;0;0
2015-06-01;20;38;30;14;49;4;3;0;21570078
2015-06-02;17;1;23;44;26;12;1;0;0
2015-06-02;7;18;27;6;34;4;2;0;0
2015-06-02;13;1;45;10;14;6;1;0;0
2015-06-02;42;50;38;21;31;8;10;0;0
2015-06-02;50;30;10;26;39;8;7;0;15000000
2015-06-03;42;36;47;10;30;10;5;0;0
2015-06-03;6;12;31;19;11;7;3;0;0
2015-06-03;6;14;33;29;4;11;3;0;0
2015-06-03;1;36;10;28;39;10;6;0;0
2015-06-03;47;30;49;50;23;7;2;1;100000000
2015-06-10;12;13;2;20;22;12;11;0;0
2015-06-10;15;35;22;23;2;3;9;0;0
2015-06-10;42;10;6;11;5;10;1;0;0
2015-06-10;27;29;42;41;19;2;7;0;0
2015-06-10;22;32;29;11;20;1;8;0;15000000
2015-06-11;40;21;11;23;15;12;11;0;0
2015-06-11;4;36;15;28;46;12;3;0;0
2015-06-11;45;35;9;20;25;6;4;0;0
2015-06-11;6;42;30;38;26;11;12;0;0
2015-06-11;26;40;38;17;3;4;10;0;100000000
2015-06-16;33;41;8;25;11;5;1;0;0
2015-06-16;29;5;30;1;50;3;4;0;0
2015-06-16;27;6;38;29;31;9;10;0;0
2015-06-16;37;49;17;3;22;4;10;0;0
2015-06-16;15;10;36;16;37;3;9;0;15000000
2015-06-19;38;48;36;43;22;2;4;0;0
2015-06-19;9;45;34;20;6;8;6;0;0
2015-06-19;24;40;14;16;29;3;9;0;0
2015-06-19;38;16;18;28;31;11;7;0;0
2015-06-19;7;14;20;31;42;9;3;1;24835107
2015-06-23;39;43;14;34;37;3;6;0;0
2015-06-23;32;28;23;42;1;1;9;0;0
2015-06-23;4;42;47;48;19;6;5;0;0
2015-06-23;31;10;37;7;15;9;12;0;0
2015-06-23;16;38;4;22;49;6;9;0;15000000
2015-06-26;9;2;29;12;48;8;2;0;0
2015-06-26;35;40;9;20;49;6;3;0;0
2015-06-26;28;42;18;33;9;8;10;0;0
2015-06-26;15;29;47;10;6;10;6;0;0
2015-06-26;10;19;6;3;24;5;7;1;25263266
2015-06-30;31;6;24;39;47;3;4;0;0
2015-06-30;42;29;34;26;7;12;8;0;0
2015-06-30;13;6;4;50;17;5;6;0;0
2015-06-30;47;33;2;41;13;4;10;0;0
2015-06-30;11;28;15;34;37;1;8;0;15000000
2015-07-04;2;17;25;38;39;9;2;0;0
2015-07-04;31;46;9;18;25;1;4;0;0
2015-07-04;46;11;35;3;39;7;12;0;0
2015-07-04;23;29;48;32;5;3;1;0;0
2015-07-04;39;25;50;44;18;8;5;1;21449918
2015-07-07;29;9;5;7;49;8;2;0;0
2015-07-07;46;50;20;36;48;10;11;0;0
2015-07-07;29;31;12;18;8;3;10;0;0
2015-07-07;14;7;34;28;35;7;5;0;0
2015-07-07;7;41;33;18;6;10;3;0;31077433
2015-07-08;25;49;10;9;11;2;7;0;0
2015-07-08;10;36;26;2;46;2;10;0;0
2015-07-08;42;46;23;40;24;6;12;0;0
2015-07-08;2;33;29;31;4;6;9;0;0
2015-07-08;1;5;21;44;39;4;11;0;24090340
2015-07-14;25;14;31;34;8;1;10;0;0
2015-07-14;4;13;20;26;38;3;10;0;0
2015-07-14;18;19;33;32;13;1;10;0;0
2015-07-14;46;43;5;32;15;7;8;0;0
2015-07-14;34;18;36;19;6;1;8;0;15000000
2015-07-17;31;33;15;48;8;4;7;0;0
2015-07-17;41;7;50;48;43;10;8;0;0
2015-07-17;16;42;30;34;46;1;10;0;0
2015-07-17;41;46;20;24;10;1;5;0;0
2015-07-17;21;48;22;1;43;9;7;0;24215184
2015-07-21;45;18;34;1;43;10;3;0;0
2015-07-21;22;7;26;5;3;11;7;0;0
2015-07-21;30;35;43;31;41;8;6;0;0
2015-07-21;12;49;47;35;42;6;12;0;0
2015-07-21;14;29;44;27;20;10;7;0;30754406
2015-07-24;45;43;39;38;49;7;2;0;0
2015-07-24;43;41;39;30;26;4;2;0;0
2015-07-24;4;47;46;27;49;3;4;0;0
2015-07-24;41;26;39;47;22;1;11;0;0
2015-07-24;21;46;2;9;35;2;11;1;40468528
2015-07-28;2;18;33;25;29;12;4;0;0
2015-07-28;46;31;30;13;17;4;10;0;0
2015-07-28;23;28;39;25;46;12;3;0;0
2015-07-28;35;49;29;13;10;5;3;0;0
2015-07-28;36;23;49;43;32;8;7;0;15000000
2015-07-31;10;29;24;49;14;12;7;0;0
2015-07-31;33;19;31;36;12;10;6;0;0
2015-07-31;15;36;30;18;2;9;10;0;0
2015-07-31;7;35;34;25;13;8;12;0;0
2015-07-31;34;21;16;50;40;6;9;1;24939216
2015-08-05;26;18;49;13;36;3;9;0;0
2015-08-05;38;43;10;16;49;11;3;0;0
2015-08-05;41;35;39;44;9;9;2;0;0
2015-08-05;24;22;44;50;3;7;10;0;0
2015-08-05;14;19;49;7;47;10;3;0;40655810
2015-08-09;21;50;17;46;25;12;4;0;0
2015-08-09;37;33;15;6;30;3;5;0;0
2015-08-09;2;47;17;44;36;8;1;0;0
2015-08-09;37;30;13;24;10;6;8;0;0
2015-08-09;42;14;40;39;16;1;4;1;30904640
2015-08-12;9;26;3;4;13;2;7;0;0
2015-08-12;19;9;36;47;39;5;6;0;0
2015-08-12;19;18;6;45;24;2;9;0;0
2015-08-12;16;1;17;12;25;4;6;0;0
2015-08-12;48;29;12;38;17;9;11;0;51436264
2015-08-14;20;3;34;1;25;12;10;0;0
2015-08-14;3;16;9;20;8;11;4;0;0
2015-08-14;3;38;22;48;33;9;8;0;0
2015-08-14;46;3;49;18;23;8;9;0;0
2015-08-14;45;4;44;7;39;3;5;1;40297743
2015-08-18;41;27;5;25;37;7;11;0;0
2015-08-18;14;50;41;21;30;7;3;0;0
2015-08-18;47;16;31;6;3;8;5;0;0
2015-08-18;19;43;21;2;12;1;9;0;0
2015-08-18;7;10;19;12;11;2;9;0;15000000
2015-08-21;24;48;10;31;37;8;3;0;0
2015-08-21;20;32;12;35;5;12;1;0;0
2015-08-21;6;15;39;33;17;1;11;0;0
2015-08-21;3;11;12;1;6;2;5;0;0
2015-08-21;47;4;16;18;43;10;6;0;23986424
2015-08-25;32;13;23;2;34;7;9;0;0
2015-08-25;7;31;37;41;14;1;7;0;0
2015-08-25;35;44;42;3;36;2;5;0;0
2015-08-25;23;40;30;41;28;12;6;0;0
2015-08-25;31;33;50;27;42;5;2;1;30507122
2015-08-28;34;21;47;29;7;11;12;0;0
2015-08-28;21;41;36;5;38;5;10;0;0
2015-08-28;10;39;6;1;29;12;5;0;0
2015-08-28;50;9;4;6;26;10;8;0;0
2015-08-28;11;34;30;29;31;4;7;1;15000000
2015-09-01;47;41;35;5;28;5;1;0;0
2015-09-01;2;33;16;47;21;4;12;0;0
2015-09-01;6;22;46;33;8;12;10;0;0
2015-09-01;24;17;34;4;1;11;5;0;0
2015-09-01;6;32;45;21;24;1;11;1;31666941
2015-09-06;43;39;12;29;17;8;12;0;0
2015-09-06;34;32;37;38;42;1;3;0;0
2015-09-06;24;49;23;14;41;11;12;0;0
2015-09-06;37;11;43;8;47;7;11;0;0
2015-09-06;5;34;17;9;32;8;6;0;112140115
2015-09-10;16;6;26;46;27;11;1;0;0
2015-09-10;3;8;28;26;40;10;1;0;0
2015-09-10;50;44;30;11;2;2;8;0;0
2015-09-10;39;14;11;27;15;10;4;0;0
2015-09-10;43;42;47;40;1;9;11;0;24386729
2015-09-15;14;35;12;13;15;7;5;0;0
2015-09-15;37;41;24;47;23;2;6;0;0
2015-09-15;37;4;8;15;33;12;1;0;0
2015-09-15;3;4;6;49;33;9;8;0;0
2015-09-15;44;8;15;17;49;5;8;0;21398749
2015-09-18;36;18;33;14;40;12;3;0;0
2015-09-18;17;37;8;11;30;9;10;0;0
2015-09-18;27;50;24;12;39;1;11;0;0
2015-09-18;22;33;2;30;20;11;3;0;0
2015-09-18;39;34;33;7;29;8;7;0;30788012
2015-09-22;38;27;49;3;8;1;5;0;0
2015-09-22;26;10;15;49;1;12;10;0;0
2015-09-22;45;42;37;24;43;1;9;0;0
2015-09-22;21;37;7;1;17;5;6;0;0
2015-09-22;27;14;23;29;26;7;10;0;37424463
2015-09-25;10;29;7;3;18;8;10;0;0
2015-09-25;8;48;5;27;7;8;12;0;0
2015-09-25;7;18;23;17;37;7;9;0;0
2015-09-25;16;21;19;32;17;12;4;0;0
2015-09-25;14;37;30;13;23;8;2;1;47772431
2015-09-29;11;7;23;24;12;2;8;0;0
2015-09-29;9;5;24;31;23;8;12;0;0
2015-09-29;36;22;20;40;10;3;2;0;0
2015-09-29;20;33;22;49;47;4;10;0;0
2015-09-29;14;49;26;11;29;3;9;1;15000000
2015-10-02;7;3;41;38;20;10;1;0;0
2015-10-02;2;25;13;24;38;8;5;0;0
2015-10-02;19;28;7;20;47;2;11;0;0
2015-10-02;32;11;27;10;50;1;6;0;0
2015-10-02;30;45;20;13;17;9;10;0;21653156
2015-10-03;49;36;27;47;45;9;2;0;0
2015-10-03;34;24;46;2;49;5;2;0;0
2015-10-03;25;20;45;14;3;9;6;0;0
2015-10-03;44;46;47;27;39;8;11;0;0
2015-10-03;31;30;2;6;23;10;2;0;15000000
2015-10-04;39;38;1;12;45;2;1;0;0
2015-10-04;21;9;10;42;14;8;11;0;0
2015-10-04;9;29;38;6;16;1;7;0;0
2015-10-04;43;40;1;28;36;6;5;0;0
2015-10-04;25;43;22;23;30;5;9;0;15000000
2015-10-07;16;15;9;33;39;12;8;0;0
2015-10-07;44;14;5;11;30;11;6;0;0
2015-10-07;14;23;33;21;8;3;10;0;0
2015-10-07;15;44;29;13;10;1;2;0;0
2015-10-07;35;8;15;5;41;5;4;1;40998254
2015-10-11;37;2;13;38;9;8;7;0;0
2015-10-11;26;50;23;9;48;10;9;0;0
2015-10-11;35;24;22;30;48;7;11;0;0
2015-10-11;22;23;37;8;36;12;8;0;0
2015-10-11;43;39;13;6;18;2;8;0;111997290
2015-10-13;21;14;17;42;28;4;8;0;0
2015-10-13;43;30;33;40;29;5;3;0;0
2015-10-13;12;7;22;1;9;2;1;0;0
2015-10-13;13;5;37;23;42;1;11;0;0
2015-10-13;26;15;12;47;29;11;3;2;30878428
2015-10-16;34;9;37;38;3;11;6;0;0
2015-10-16;34;45;10;22;26;2;6;0;0
2015-10-16;27;32;28;16;13;5;8;0;0
2015-10-16;4;40;18;17;37;8;1;0;0
2015-10-16;28;43;7;48;29;3;10;0;15000000
2015-10-20;13;23;41;44;49;8;3;0;0
2015-10-20;26;11;33;24;38;8;3;0;0
2015-10-20;16;27;4;10;33;8;9;0;0
2015-10-20;29;47;1;43;2;7;12;0;0
2015-10-20;21;19;30;45;17;8;10;0;21280290
2015-10-23;5;17;24;28;36;9;1;0;0
2015-10-23;31;45;4;25;6;12;3;0;0
2015-10-23;50;49;45;5;40;5;9;0;0
2015-10-23;37;21;35;45;40;7;10;0;0
2015-10-23;25;7;32;39;30;2;8;0;30630412
2015-10-27;50;23;19;10;35;10;3;0;0
2015-10-27;47;44;27;23;49;11;4;0;0
2015-10-27;13;37;31;40;5;4;9;0;0
2015-10-27;46;25;38;49;32;11;8;0;0
2015-10-27;11;20;25;36;12;9;6;0;37252483
2015-10-30;38;43;16;17;34;9;2;0;0
2015-10-30;42;31;44;18;11;1;9;0;0
2015-10-30;2;34;16;42;27;3;12;0;0
2015-10-30;19;16;48;3;39;4;12;0;0
