Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain;Result
2014-05-16;06;14;21;28;49;10;12;0;0;lose
2014-05-13;4;13;30;34;47;2;6;0;31000000;win
2014-05-13;06;10;21;39;49;02;05;0;0;lose
2014-05-13;07;20;22;28;38;02;11;0;0;lose
2014-05-13;04;29;33;49;50;04;07;0;0;lose
2014-05-13;06;07;27;29;41;10;12;0;0;lose
2014-05-09;3;21;26;28;45;7;10;0;24000000;win
2014-05-09;12;17;22;27;29;05;08;0;0;lose
2014-05-09;15;21;30;44;48;03;05;0;0;lose
2014-05-09;14;17;19;38;47;05;10;0;0;lose
2014-05-09;24;27;34;40;48;10;11;0;0;lose
2014-05-06;5;19;24;31;37;1;9;0;15000000;win
2014-05-06;03;05;19;40;50;01;07;0;0;lose
2014-05-06;10;14;34;38;39;08;11;0;0;lose
2014-05-06;08;11;30;37;40;02;12;0;0;lose
2014-05-06;22;23;24;29;48;09;12;0;0;lose
2014-05-02;4;30;31;38;42;2;11;1;88000000;win
2014-05-02;20;29;43;44;47;01;05;0;0;lose
2014-05-02;07;11;32;37;50;06;12;0;0;lose
2014-05-02;19;27;35;41;43;04;05;0;0;lose
2014-05-02;11;14;20;24;27;05;11;0;0;lose
2014-04-29;18;23;26;35;44;3;11;0;75000000;win
2014-04-29;07;08;20;21;37;03;04;0;0;lose
2014-04-29;28;32;33;35;43;06;12;0;0;lose
2014-04-29;03;15;16;28;43;05;12;0;0;lose
2014-04-29;08;29;36;41;49;09;12;0;0;lose
2014-04-25;13;21;24;44;49;1;9;0;68000000;win
2014-04-25;02;20;28;35;40;01;11;0;0;lose
2014-04-25;04;06;16;35;45;01;10;0;0;lose
2014-04-25;09;13;25;28;33;05;07;0;0;lose
2014-04-25;05;06;21;32;42;08;10;0;0;lose
2014-04-22;13;15;20;24;46;1;8;0;57000000;win
2014-04-22;02;11;33;39;44;05;12;0;0;lose
2014-04-22;16;23;26;29;36;03;07;0;0;lose
2014-04-22;11;12;16;19;24;06;07;0;0;lose
2014-04-22;03;18;24;33;34;04;08;0;0;lose
2014-04-18;21;24;31;39;47;3;7;0;50000000;win
2014-04-18;15;16;37;47;48;08;12;0;0;lose
2014-04-18;25;30;34;42;43;04;06;0;0;lose
2014-04-18;16;40;41;42;47;06;08;0;0;lose
2014-04-18;06;21;22;23;40;03;05;0;0;lose
2014-04-15;3;14;26;47;50;7;11;0;39000000;win
2014-04-15;02;05;12;15;17;03;04;0;0;lose
2014-04-15;09;10;15;33;45;06;09;0;0;lose
2014-04-15;01;27;33;42;48;07;08;0;0;lose
2014-04-15;01;04;25;32;41;02;03;0;0;lose
2014-04-11;8;12;19;30;33;4;11;0;33000000;win
2014-04-11;01;05;11;32;42;05;06;0;0;lose
2014-04-11;04;05;11;22;49;02;05;0;0;lose
2014-04-11;03;04;23;25;41;03;12;0;0;lose
2014-04-11;06;16;20;21;38;02;06;0;0;lose
2014-04-08;11;18;29;42;49;4;11;0;21000000;win
2014-04-08;10;23;40;43;50;01;10;0;0;lose
2014-04-08;08;09;27;36;47;01;12;0;0;lose
2014-04-08;13;29;41;42;45;02;03;0;0;lose
2014-04-08;01;16;34;39;45;06;07;0;0;lose
2014-04-04;6;10;28;45;50;10;11;0;15000000;win
2014-04-04;10;11;13;16;35;04;10;0;0;lose
2014-04-04;07;11;15;20;29;06;12;0;0;lose
2014-04-04;03;14;21;36;50;03;10;0;0;lose
2014-04-04;01;13;14;16;31;01;02;0;0;lose
2014-04-01;16;18;26;38;44;8;10;1;15000000;win
2014-04-01;03;05;08;12;28;02;09;0;0;lose
2014-04-01;07;14;34;35;50;01;11;0;0;lose
2014-04-01;17;27;28;44;46;02;10;0;0;lose
2014-04-01;06;07;09;15;25;06;11;0;0;lose
2014-03-28;3;4;19;28;43;3;7;1;25000000;win
2014-03-28;20;21;26;38;40;01;09;0;0;lose
2014-03-28;03;11;16;19;48;06;12;0;0;lose
2014-03-28;12;17;19;37;46;04;07;0;0;lose
2014-03-28;08;13;19;21;47;07;12;0;0;lose
2014-03-25;7;20;26;28;50;2;8;0;15000000;win
2014-03-25;05;22;29;34;49;09;12;0;0;lose
2014-03-25;15;17;24;28;30;02;03;0;0;lose
2014-03-25;23;26;28;34;43;02;06;0;0;lose
2014-03-25;02;06;21;33;42;02;03;0;0;lose
2014-03-21;7;30;37;39;42;5;7;1;24000000;win
2014-03-21;23;36;39;42;43;02;07;0;0;lose
2014-03-21;01;02;10;13;50;06;10;0;0;lose
2014-03-21;04;06;15;16;28;05;11;0;0;lose
2014-03-21;05;06;23;30;45;02;10;0;0;lose
2014-03-18;8;27;34;36;39;5;10;0;15000000;win
2014-03-18;03;13;29;31;36;03;04;0;0;lose
2014-03-18;23;27;32;37;45;06;10;0;0;lose
2014-03-18;01;37;46;49;50;06;09;0;0;lose
2014-03-18;01;10;15;24;27;09;11;0;0;lose
2014-03-14;6;24;25;27;30;5;9;1;129000000;win
2014-03-14;36;39;45;46;48;10;11;0;0;lose
2014-03-14;03;27;29;30;33;01;03;0;0;lose
2014-03-14;08;12;14;41;42;04;08;0;0;lose
2014-03-14;15;32;40;41;44;08;12;0;0;lose
2014-03-11;1;4;23;33;44;7;8;0;112000000;win
2014-03-11;13;15;30;38;47;01;11;0;0;lose
2014-03-11;14;15;36;41;49;04;09;0;0;lose
2014-03-11;02;08;17;20;42;09;11;0;0;lose
2014-03-11;03;04;05;07;19;09;12;0;0;lose
2014-03-07;5;10;38;40;41;1;8;0;100000000;win
2014-03-07;04;08;09;12;19;01;06;0;0;lose
2014-03-07;05;10;11;28;38;01;06;0;0;lose
2014-03-07;18;23;42;48;50;04;09;0;0;lose
2014-03-07;11;21;38;43;47;10;11;0;0;lose
2014-03-04;3;5;22;27;44;1;6;0;15000000;win
2014-03-04;13;14;18;28;32;08;11;0;0;lose
2014-03-04;01;15;33;36;43;04;07;0;0;lose
2014-03-04;09;25;26;30;43;04;05;0;0;lose
2014-03-04;20;24;29;30;40;04;09;0;0;lose
2014-02-28;12;32;38;43;44;2;7;1;42000000;win
2014-02-28;20;23;29;37;49;08;11;0;0;lose
2014-02-28;08;16;18;30;36;06;10;0;0;lose
2014-02-28;03;08;18;23;25;03;05;0;0;lose
2014-02-28;02;08;18;26;47;04;10;0;0;lose
2014-02-25;21;25;28;35;42;4;6;0;31000000;win
2014-02-25;07;09;10;27;43;11;12;0;0;lose
2014-02-25;14;20;37;41;49;01;10;0;0;lose
2014-02-25;12;21;23;31;41;02;10;0;0;lose
2014-02-25;08;25;28;29;35;08;09;0;0;lose
2014-02-21;13;17;28;30;32;5;7;0;25000000;win
2014-02-21;05;20;29;37;40;10;12;0;0;lose
2014-02-21;03;26;38;45;47;07;10;0;0;lose
2014-02-21;12;14;24;34;49;03;04;0;0;lose
2014-02-21;09;15;17;27;46;01;10;0;0;lose
2014-02-18;23;26;36;37;49;6;7;0;15000000;win
2014-02-18;07;18;22;33;35;05;07;0;0;lose
2014-02-18;11;14;17;22;36;03;11;0;0;lose
2014-02-18;19;20;36;41;47;09;12;0;0;lose
2014-02-18;03;06;26;42;45;03;05;0;0;lose
2014-02-14;2;4;6;19;39;2;7;1;25000000;win
2014-02-14;10;13;20;22;40;11;12;0;0;lose
2014-02-14;03;15;32;37;41;01;06;0;0;lose
2014-02-14;05;08;15;16;26;03;05;0;0;lose
2014-02-14;26;28;29;42;47;01;03;0;0;lose
2014-02-11;8;17;25;41;47;1;2;0;15000000;win
2014-02-11;17;18;19;39;48;04;07;0;0;lose
2014-02-11;08;13;17;21;29;05;06;0;0;lose
2014-02-11;06;15;16;23;40;03;06;0;0;lose
2014-02-11;02;07;09;14;21;06;07;0;0;lose
2014-02-07;3;17;19;46;47;9;10;1;26000000;win
2014-02-07;05;06;30;38;43;05;12;0;0;lose
2014-02-07;03;07;08;22;47;04;05;0;0;lose
2014-02-07;03;09;13;14;46;06;07;0;0;lose
2014-02-07;12;13;19;31;44;02;06;0;0;lose
2014-02-04;1;21;33;37;38;4;8;0;15000000;win
2014-02-04;07;14;30;36;45;03;08;0;0;lose
2014-02-04;04;12;34;37;47;06;07;0;0;lose
2014-02-04;17;20;27;30;38;05;10;0;0;lose
2014-02-04;30;31;40;41;49;05;07;0;0;lose
2014-01-31;8;10;15;16;31;8;9;1;71000000;win
2014-01-31;03;09;33;36;49;09;10;0;0;lose
2014-01-31;11;27;36;43;50;02;07;0;0;lose
2014-01-31;03;06;07;20;45;04;06;0;0;lose
2014-01-31;05;09;13;20;31;01;03;0;0;lose
2014-01-28;18;20;23;42;48;2;9;0;59000000;win
2014-01-28;11;14;17;23;35;03;04;0;0;lose
2014-01-28;23;24;31;33;40;02;05;0;0;lose
2014-01-28;06;07;14;18;46;10;12;0;0;lose
2014-01-28;01;03;20;24;42;04;07;0;0;lose
2014-01-24;5;19;34;35;41;1;5;0;51000000;win
2014-01-24;09;13;19;34;45;02;07;0;0;lose
2014-01-24;10;29;32;39;43;05;12;0;0;lose
2014-01-24;04;31;38;47;50;01;07;0;0;lose
2014-01-24;09;14;29;31;36;02;08;0;0;lose
2014-01-21;4;12;35;42;48;5;8;0;40000000;win
2014-01-21;25;26;27;38;41;04;05;0;0;lose
2014-01-21;06;13;22;28;39;03;10;0;0;lose
2014-01-21;09;10;11;41;47;08;12;0;0;lose
2014-01-21;03;06;10;16;31;04;09;0;0;lose
2014-01-17;19;26;32;33;42;4;10;0;32000000;win
2014-01-17;05;13;18;29;41;04;09;0;0;lose
2014-01-17;07;10;21;27;42;02;10;0;0;lose
2014-01-17;12;26;31;38;42;01;07;0;0;lose
2014-01-17;10;27;28;32;33;01;03;0;0;lose
2014-01-14;18;20;25;26;37;10;11;0;21000000;win
2014-01-14;11;19;21;30;34;01;04;0;0;lose
2014-01-14;41;42;46;48;49;03;10;0;0;lose
2014-01-14;05;11;17;28;50;02;05;0;0;lose
2014-01-14;08;28;43;47;50;01;07;0;0;lose
2014-01-10;1;2;11;27;29;1;10;0;15000000;win
2014-01-10;10;11;13;23;25;04;10;0;0;lose
2014-01-10;01;12;15;24;30;10;11;0;0;lose
2014-01-10;05;31;40;47;49;02;08;0;0;lose
2014-01-10;05;07;10;11;32;04;05;0;0;lose
2014-01-07;2;20;27;33;45;6;10;2;127000000;win
2014-01-07;08;09;12;32;39;09;12;0;0;lose
2014-01-07;03;04;21;39;44;04;09;0;0;lose
2014-01-07;09;27;34;43;49;07;12;0;0;lose
2014-01-07;06;09;20;30;45;01;08;0;0;lose
2014-01-03;3;27;31;38;44;3;8;0;112000000;win
2014-01-03;02;18;19;27;47;01;02;0;0;lose
2014-01-03;04;10;12;32;37;01;12;0;0;lose
2014-01-03;08;11;23;38;50;08;11;0;0;lose
2014-01-03;01;30;38;45;50;01;02;0;0;lose
2013-12-31;13;20;24;29;45;3;7;0;97000000;win
2013-12-31;26;33;40;42;44;01;12;0;0;lose
2013-12-31;08;20;27;31;35;06;12;0;0;lose
2013-12-31;09;12;21;25;30;02;07;0;0;lose
2013-12-31;27;28;29;39;44;01;10;0;0;lose
2013-12-27;1;6;13;22;28;5;10;0;85000000;win
2013-12-27;13;15;17;27;45;03;07;0;0;lose
2013-12-27;11;13;20;29;50;07;09;0;0;lose
2013-12-27;14;16;22;45;47;08;12;0;0;lose
2013-12-27;07;12;15;29;49;03;04;0;0;lose
2013-12-24;5;19;31;43;50;2;6;0;72000000;win
2013-12-24;15;21;24;33;37;07;12;0;0;lose
2013-12-24;06;15;17;21;22;05;12;0;0;lose
2013-12-24;04;07;13;25;39;03;08;0;0;lose
2013-12-24;02;16;18;39;47;02;04;0;0;lose
2013-12-20;12;13;17;22;43;3;10;0;63000000;win
2013-12-20;17;22;29;34;45;06;07;0;0;lose
2013-12-20;01;28;34;36;44;05;12;0;0;lose
2013-12-20;17;20;27;45;49;05;12;0;0;lose
2013-12-20;13;14;21;26;40;05;08;0;0;lose
2013-12-17;6;8;27;37;41;7;10;0;51000000;win
2013-12-17;28;34;39;44;48;04;07;0;0;lose
2013-12-17;06;20;36;40;41;04;08;0;0;lose
2013-12-17;15;17;31;34;49;09;10;0;0;lose
2013-12-17;03;20;26;29;41;03;05;0;0;lose
2013-12-13;1;22;23;24;31;6;11;0;43000000;win
2013-12-13;10;16;31;39;43;02;05;0;0;lose
2013-12-13;01;24;31;36;48;02;05;0;0;lose
2013-12-13;06;13;28;29;32;03;12;0;0;lose
2013-12-13;13;20;28;33;38;03;11;0;0;lose
2013-12-10;6;24;35;49;50;1;7;0;31000000;win
2013-12-10;06;08;22;31;36;02;09;0;0;lose
2013-12-10;07;20;26;27;44;01;07;0;0;lose
2013-12-10;22;27;33;46;47;07;08;0;0;lose
2013-12-10;09;12;16;35;50;02;05;0;0;lose
2013-12-06;1;2;18;31;36;7;10;0;24000000;win
2013-12-06;04;23;27;46;47;04;11;0;0;lose
2013-12-06;02;07;20;36;45;11;12;0;0;lose
2013-12-06;05;08;12;21;23;03;10;0;0;lose
2013-12-06;15;16;18;23;25;04;08;0;0;lose
2013-12-03;6;13;15;29;32;2;9;0;15000000;win
2013-12-03;04;13;16;40;45;04;12;0;0;lose
2013-12-03;04;09;10;17;22;03;07;0;0;lose
2013-12-03;19;23;25;38;46;02;07;0;0;lose
2013-12-03;03;23;30;31;49;01;06;0;0;lose
2013-11-29;2;7;10;23;43;4;7;1;15000000;win
2013-11-29;04;14;15;36;43;08;12;0;0;lose
2013-11-29;20;21;35;40;43;04;05;0;0;lose
2013-11-29;04;07;08;30;34;01;02;0;0;lose
2013-11-29;28;30;31;33;42;06;12;0;0;lose
2013-11-26;19;23;27;42;44;3;5;1;31000000;win
2013-11-26;10;23;25;38;43;04;06;0;0;lose
2013-11-26;01;03;29;36;37;02;07;0;0;lose
2013-11-26;07;09;27;42;43;11;12;0;0;lose
2013-11-26;06;18;21;23;25;02;12;0;0;lose
2013-11-22;13;25;26;40;50;8;9;0;24000000;win
2013-11-22;24;32;38;39;44;04;12;0;0;lose
2013-11-22;11;14;29;34;43;08;12;0;0;lose
2013-11-22;20;33;43;46;50;03;12;0;0;lose
2013-11-22;02;24;25;44;45;05;12;0;0;lose
2013-11-19;14;15;19;36;45;1;10;0;15000000;win
2013-11-19;16;24;27;32;44;09;11;0;0;lose
2013-11-19;19;32;43;44;47;01;03;0;0;lose
2013-11-19;12;20;23;36;50;06;12;0;0;lose
2013-11-19;03;22;23;44;46;07;12;0;0;lose
2013-11-15;3;13;15;29;42;1;4;1;100000000;win
2013-11-15;22;29;37;38;42;02;08;0;0;lose
2013-11-15;06;09;18;25;42;03;12;0;0;lose
2013-11-15;15;19;32;42;48;01;06;0;0;lose
2013-11-15;18;23;30;31;39;09;11;0;0;lose
2013-11-12;14;29;37;40;48;2;11;0;15000000;win
2013-11-12;05;22;24;33;47;09;10;0;0;lose
2013-11-12;05;24;29;34;49;11;12;0;0;lose
2013-11-12;05;11;18;30;38;01;05;0;0;lose
2013-11-12;17;21;25;35;44;03;11;0;0;lose
2013-11-08;20;28;35;42;43;8;10;2;15000000;win
2013-11-08;03;07;24;28;36;08;10;0;0;lose
2013-11-08;06;07;20;23;31;06;10;0;0;lose
2013-11-08;05;17;30;37;40;05;09;0;0;lose
2013-11-08;02;11;26;30;50;08;10;0;0;lose
2013-11-05;6;12;13;35;38;2;3;1;21000000;win
2013-11-05;24;35;37;38;46;11;12;0;0;lose
2013-11-05;01;07;34;45;46;01;12;0;0;lose
2013-11-05;36;39;43;45;48;06;08;0;0;lose
2013-11-05;03;11;25;33;48;08;11;0;0;lose
2013-11-01;7;19;29;30;33;3;8;0;15000000;win
2013-11-01;09;23;28;37;44;01;12;0;0;lose
2013-11-01;10;12;16;21;44;02;05;0;0;lose
2013-11-01;22;24;31;36;41;02;06;0;0;lose
2013-11-01;06;09;15;38;42;05;06;0;0;lose
2013-10-29;9;10;30;32;37;2;6;1;15000000;win
2013-10-29;02;06;30;36;38;04;10;0;0;lose
2013-10-29;23;27;40;45;47;04;10;0;0;lose
2013-10-29;12;13;14;33;35;07;08;0;0;lose
2013-10-29;15;16;28;29;49;05;07;0;0;lose
2013-10-25;2;3;10;31;38;6;10;1;31000000;win
2013-10-25;03;12;15;41;49;04;06;0;0;lose
2013-10-25;21;29;31;40;46;02;04;0;0;lose
2013-10-25;06;24;39;47;50;02;12;0;0;lose
2013-10-25;06;18;21;35;50;03;07;0;0;lose
2013-10-22;29;33;39;41;44;9;11;0;21000000;win
2013-10-22;10;15;24;25;38;02;06;0;0;lose
2013-10-22;04;16;28;30;34;02;03;0;0;lose
2013-10-22;15;29;36;37;44;04;08;0;0;lose
2013-10-22;01;22;26;38;48;06;12;0;0;lose
2013-10-18;5;25;36;46;47;2;6;0;15000000;win
2013-10-18;01;11;38;46;49;04;07;0;0;lose
2013-10-18;05;08;15;20;28;05;09;0;0;lose
2013-10-18;03;07;18;24;25;06;10;0;0;lose
2013-10-18;07;27;31;36;39;01;09;0;0;lose
2013-10-15;18;27;39;43;47;4;7;1;50000000;win
2013-10-15;02;06;12;24;36;09;10;0;0;lose
2013-10-15;14;19;24;28;49;03;12;0;0;lose
2013-10-15;01;10;21;44;48;06;08;0;0;lose
2013-10-15;07;12;43;46;50;04;10;0;0;lose
2013-10-11;6;12;17;23;43;5;9;0;43000000;win
2013-10-11;05;25;26;41;49;02;09;0;0;lose
2013-10-11;08;19;34;40;44;05;11;0;0;lose
2013-10-11;02;20;22;31;49;02;04;0;0;lose
2013-10-11;14;21;22;36;40;03;08;0;0;lose
2013-10-08;23;24;26;33;42;3;5;0;32000000;win
2013-10-08;03;09;13;26;28;05;11;0;0;lose
2013-10-08;28;30;41;45;47;09;10;0;0;lose
2013-10-08;17;22;26;28;35;06;11;0;0;lose
2013-10-08;11;30;32;33;38;02;05;0;0;lose
2013-10-04;6;20;24;35;50;5;10;0;25000000;win
2013-10-04;05;33;42;44;45;02;05;0;0;lose
2013-10-04;08;16;17;22;39;08;12;0;0;lose
2013-10-04;16;20;25;33;38;04;06;0;0;lose
2013-10-04;04;05;17;22;34;02;06;0;0;lose
2013-10-01;19;23;25;44;48;8;9;0;15000000;win
2013-10-01;10;21;32;38;50;07;08;0;0;lose
2013-10-01;17;19;31;34;38;04;10;0;0;lose
2013-10-01;01;06;11;19;21;03;10;0;0;lose
2013-10-01;09;22;24;25;49;05;10;0;0;lose
2013-09-27;11;15;38;41;43;2;6;1;65000000;win
2013-09-27;14;22;33;46;48;02;04;0;0;lose
2013-09-27;14;19;20;41;50;08;11;0;0;lose
2013-09-27;06;14;31;34;40;01;05;0;0;lose
2013-09-27;14;15;17;29;41;02;05;0;0;lose
2013-09-24;10;20;26;28;43;9;11;0;53000000;win
2013-09-24;03;18;21;41;49;06;12;0;0;lose
2013-09-24;03;05;13;19;24;03;05;0;0;lose
2013-09-24;23;25;26;28;39;03;04;0;0;lose
2013-09-24;04;13;15;20;30;03;10;0;0;lose
2013-09-20;5;11;35;38;45;2;3;0;45000000;win
2013-09-20;01;12;31;33;35;02;05;0;0;lose
2013-09-20;07;17;25;31;41;08;09;0;0;lose
2013-09-20;01;09;20;35;45;06;08;0;0;lose
2013-09-20;05;29;41;42;45;02;07;0;0;lose
2013-09-17;13;17;21;42;44;9;11;0;34000000;win
2013-09-17;05;22;41;44;45;01;11;0;0;lose
2013-09-17;05;10;29;35;38;02;10;0;0;lose
2013-09-17;04;14;22;39;45;06;08;0;0;lose
2013-09-17;11;25;29;31;42;01;04;0;0;lose
2013-09-13;4;6;14;27;33;5;10;0;27000000;win
2013-09-13;04;06;11;31;37;02;11;0;0;lose
2013-09-13;04;13;29;30;34;03;07;0;0;lose
2013-09-13;06;09;38;44;45;09;10;0;0;lose
2013-09-13;15;23;34;40;49;03;06;0;0;lose
2013-09-10;7;11;14;28;30;2;10;0;15000000;win
2013-09-10;01;07;20;28;42;06;08;0;0;lose
2013-09-10;08;39;42;45;50;05;10;0;0;lose
2013-09-10;10;14;18;23;49;07;10;0;0;lose
2013-09-10;09;20;22;31;43;01;09;0;0;lose
2013-09-06;11;23;25;32;37;4;7;2;25000000;win
2013-09-06;08;12;27;43;46;05;08;0;0;lose
2013-09-06;14;25;32;44;50;01;07;0;0;lose
2013-09-06;16;28;32;45;46;02;08;0;0;lose
2013-09-06;13;19;22;36;48;10;12;0;0;lose
2013-09-03;5;9;16;18;42;7;9;0;15000000;win
2013-09-03;07;16;26;31;38;05;08;0;0;lose
2013-09-03;01;13;21;24;50;04;10;0;0;lose
2013-09-03;05;19;25;31;50;10;12;0;0;lose
2013-09-03;04;13;19;35;49;03;08;0;0;lose
2013-08-30;2;17;25;36;45;5;9;2;25000000;win
2013-08-30;01;05;16;42;44;08;11;0;0;lose
2013-08-30;10;12;15;21;32;03;05;0;0;lose
2013-08-30;01;08;19;27;47;03;12;0;0;lose
2013-08-30;34;35;38;45;49;07;08;0;0;lose
2013-08-27;7;30;38;40;43;2;6;0;15000000;win
2013-08-27;04;08;13;32;43;04;07;0;0;lose
2013-08-27;15;33;36;40;47;06;11;0;0;lose
2013-08-27;07;17;24;41;48;03;07;0;0;lose
2013-08-27;01;12;25;39;48;07;11;0;0;lose
2013-08-23;1;6;26;30;37;5;8;1;93000000;win
2013-08-23;07;12;40;49;50;04;06;0;0;lose
2013-08-23;02;04;09;19;30;03;04;0;0;lose
2013-08-23;09;38;41;42;47;04;10;0;0;lose
2013-08-23;10;37;43;48;50;05;12;0;0;lose
2013-08-20;5;11;42;49;50;8;11;0;79000000;win
2013-08-20;13;34;36;38;45;07;09;0;0;lose
2013-08-20;07;13;17;36;43;04;10;0;0;lose
2013-08-20;03;06;09;35;44;04;06;0;0;lose
2013-08-20;08;27;32;36;38;03;12;0;0;lose
2013-08-16;20;24;27;37;39;5;10;0;70000000;win
2013-08-16;09;18;19;38;47;03;12;0;0;lose
2013-08-16;25;26;28;39;47;05;08;0;0;lose
2013-08-16;03;42;43;45;48;06;09;0;0;lose
2013-08-16;11;14;16;24;45;02;08;0;0;lose
2013-08-13;5;17;20;47;50;1;4;0;59000000;win
2013-08-13;06;15;25;33;38;06;12;0;0;lose
2013-08-13;10;14;17;28;42;04;08;0;0;lose
2013-08-13;12;21;33;35;43;10;12;0;0;lose
2013-08-13;03;14;15;21;46;07;11;0;0;lose
2013-08-09;4;7;9;23;24;8;9;0;51000000;win
2013-08-09;02;05;08;24;47;08;10;0;0;lose
2013-08-09;19;25;39;43;50;01;02;0;0;lose
2013-08-09;08;17;26;34;47;04;09;0;0;lose
2013-08-09;07;18;28;34;41;02;06;0;0;lose
2013-08-06;16;17;31;47;49;3;11;0;39000000;win
2013-08-06;11;26;28;33;36;02;07;0;0;lose
2013-08-06;05;06;12;18;33;08;12;0;0;lose
2013-08-06;07;08;09;11;44;02;08;0;0;lose
2013-08-06;09;11;37;38;49;05;07;0;0;lose
2013-08-02;21;36;37;42;48;4;7;0;32000000;win
2013-08-02;14;21;39;43;46;09;10;0;0;lose
2013-08-02;13;16;17;30;41;03;11;0;0;lose
2013-08-02;08;13;23;25;36;06;10;0;0;lose
2013-08-02;15;21;22;25;26;02;04;0;0;lose
2013-07-30;3;4;11;14;43;1;6;0;22000000;win
2013-07-30;07;08;41;44;50;05;09;0;0;lose
2013-07-30;09;15;17;29;45;07;11;0;0;lose
2013-07-30;03;13;18;32;42;02;03;0;0;lose
2013-07-30;01;02;31;38;49;02;07;0;0;lose
2013-07-26;12;23;29;38;49;3;4;0;15000000;win
2013-07-26;05;16;35;40;50;11;12;0;0;lose
2013-07-26;12;19;30;33;41;02;05;0;0;lose
2013-07-26;17;23;24;33;48;09;12;0;0;lose
2013-07-26;01;04;22;34;35;07;08;0;0;lose
2013-07-23;14;15;16;19;44;4;5;1;15000000;win
2013-07-23;03;16;18;30;32;04;12;0;0;lose
2013-07-23;04;17;38;49;50;01;02;0;0;lose
2013-07-23;24;36;37;40;48;07;08;0;0;lose
2013-07-23;07;16;33;34;47;07;12;0;0;lose
2013-07-19;13;16;24;26;35;2;5;1;15000000;win
2013-07-19;22;29;33;36;39;03;10;0;0;lose
2013-07-19;26;39;44;46;47;01;06;0;0;lose
2013-07-19;13;17;37;41;50;11;12;0;0;lose
2013-07-19;05;19;29;31;47;05;11;0;0;lose
2013-07-16;19;23;34;47;50;4;6;1;22000000;win
2013-07-16;19;24;31;32;36;07;10;0;0;lose
2013-07-16;15;16;17;31;32;04;05;0;0;lose
2013-07-16;13;19;45;47;50;02;07;0;0;lose
2013-07-16;17;26;31;33;44;06;08;0;0;lose
2013-07-12;18;26;32;33;42;2;3;0;15000000;win
2013-07-12;12;22;25;32;36;02;05;0;0;lose
2013-07-12;20;22;33;36;37;06;09;0;0;lose
2013-07-12;06;37;39;40;45;06;10;0;0;lose
2013-07-12;05;27;31;41;45;03;12;0;0;lose
2013-07-09;16;18;31;38;49;4;10;1;33000000;win
2013-07-09;02;06;23;30;32;04;08;0;0;lose
2013-07-09;19;31;32;41;43;01;12;0;0;lose
2013-07-09;09;17;19;40;46;04;06;0;0;lose
2013-07-09;09;23;36;40;49;07;12;0;0;lose
2013-07-05;4;12;15;28;33;1;10;0;26000000;win
2013-07-05;06;12;18;29;43;03;07;0;0;lose
2013-07-05;01;10;25;37;48;03;09;0;0;lose
2013-07-05;01;05;13;28;29;01;07;0;0;lose
2013-07-05;14;15;23;40;49;03;05;0;0;lose
2013-07-02;11;13;14;28;30;4;5;0;15000000;win
2013-07-02;27;28;37;39;46;05;08;0;0;lose
2013-07-02;18;19;22;41;47;05;12;0;0;lose
2013-07-02;25;29;30;45;50;05;10;0;0;lose
2013-07-02;01;31;38;41;49;01;04;0;0;lose
2013-06-28;1;15;28;35;47;1;7;1;15000000;win
2013-06-28;02;03;34;37;46;01;03;0;0;lose
2013-06-28;04;17;35;43;48;03;12;0;0;lose
2013-06-28;11;12;18;24;26;02;12;0;0;lose
2013-06-28;02;06;25;32;44;03;06;0;0;lose
2013-06-25;4;5;13;27;35;1;2;2;185000000;win
2013-06-25;34;37;43;44;48;03;11;0;0;lose
2013-06-25;15;26;28;34;50;02;05;0;0;lose
2013-06-25;03;20;23;28;42;04;05;0;0;lose
2013-06-25;11;14;16;17;48;04;12;0;0;lose
2013-06-21;10;11;30;36;45;1;2;0;166000000;win
2013-06-21;02;07;19;25;38;03;05;0;0;lose
2013-06-21;10;11;16;17;34;06;07;0;0;lose
2013-06-21;01;11;17;26;33;02;12;0;0;lose
2013-06-21;02;07;22;46;47;08;10;0;0;lose
2013-06-18;17;24;33;41;44;1;11;0;143000000;win
2013-06-18;14;15;30;40;46;02;04;0;0;lose
2013-06-18;03;08;17;24;35;04;05;0;0;lose
2013-06-18;03;09;18;34;44;08;12;0;0;lose
2013-06-18;15;16;28;35;41;05;09;0;0;lose
2013-06-14;10;25;41;47;48;6;10;0;129000000;win
2013-06-14;12;27;30;43;48;02;11;0;0;lose
2013-06-14;20;24;25;34;48;05;09;0;0;lose
2013-06-14;06;11;15;18;44;03;09;0;0;lose
2013-06-14;12;24;25;40;45;05;12;0;0;lose
2013-06-11;5;7;9;25;41;1;5;0;112000000;win
2013-06-11;04;18;35;37;38;02;09;0;0;lose
2013-06-11;05;06;15;22;40;06;10;0;0;lose
2013-06-11;01;06;11;18;19;03;11;0;0;lose
2013-06-11;14;27;39;42;46;02;11;0;0;lose
2013-06-07;7;14;26;45;50;2;7;0;100000000;win
2013-06-07;04;06;09;14;29;04;12;0;0;lose
2013-06-07;15;21;24;26;33;03;12;0;0;lose
2013-06-07;14;20;29;46;50;02;08;0;0;lose
2013-06-07;01;03;05;21;28;03;05;0;0;lose
2013-06-04;31;33;34;37;40;1;6;0;21000000;win
2013-06-04;05;15;18;29;30;04;12;0;0;lose
2013-06-04;20;26;32;35;42;06;07;0;0;lose
2013-06-04;18;33;35;39;47;04;06;0;0;lose
